"name","franchID","W","L","park","attendance","yearID","games","win.perc","Capacity","Attend.G","Att.perc"
"Toronto Blue Jays","TOR",81,81,"Skydome",1818103,2011,162,0.5,50516,22446,0.444
"Washington Nationals","WSN",80,81,"Nationals Park",1940478,2011,161,0.497,43341,24105,0.556
"Arizona Diamondbacks","ARI",81,81,"Chase Field",2177617,2012,162,0.5,48519,26884,0.554
"Atlanta Braves","ATL",94,68,"Turner Field",2420171,2012,162,0.58,50096,29879,0.596
"Baltimore Orioles","BAL",93,69,"Oriole Park at Camden Yards",2102240,2012,162,0.574,45971,25954,0.565
"Boston Red Sox","BOS",69,93,"Fenway Park",3043003,2012,162,0.426,37673,37568,0.997
"Chicago White Sox","CHW",85,77,"U.S. Cellular Field",1965955,2012,162,0.525,40615,24271,0.598
"Chicago Cubs","CHC",61,101,"Wrigley Field",2882756,2012,162,0.377,40929,35590,0.87
"Cincinnati Reds","CIN",97,65,"Great American Ball Park",2347251,2012,162,0.599,42271,28978,0.686
"Cleveland Indians","CLE",68,94,"Progressive Field",1603596,2012,162,0.42,37630,19797,0.526
"Colorado Rockies","COL",64,98,"Coors Field",2630458,2012,162,0.395,50398,32475,0.644
"Detroit Tigers","DET",88,74,"Comerica Park",3028033,2012,162,0.543,41574,37383,0.899
"Houston Astros","HOU",55,107,"Minute Maid Park",1607733,2012,162,0.34,41574,19849,0.477
"Kansas City Royals","KCR",72,90,"Kauffman Stadium",1739859,2012,162,0.444,38177,21480,0.563
"Los Angeles Angels of Anaheim","LAA",89,73,"Angel Stadium",3061770,2012,162,0.549,45493,37800,0.831
"Los Angeles Dodgers","LAD",86,76,"Dodger Stadium",3324246,2012,162,0.531,56000,41040,0.733
"Miami Marlins","MIA",69,93,"Marlins Park",2219444,2012,162,0.426,37442,27401,0.732
"Milwaukee Brewers","MIL",83,79,"Miller Park",2831385,2012,162,0.512,41900,34955,0.834
"Minnesota Twins","MIN",66,96,"Target Field",2776354,2012,162,0.407,42000,34276,0.816
"New York Yankees","NYY",95,67,"Yankee Stadium New",3542406,2012,162,0.586,52355,43733,0.835
"New York Mets","NYM",74,88,"Citi Field",2242803,2012,162,0.457,45000,27689,0.615
"Oakland Athletics","OAK",94,68,"Oakland Coliseum",1679013,2012,162,0.58,35067,20729,0.591
"Philadelphia Phillies","PHI",81,81,"Citizens Bank Park",3565718,2012,162,0.5,43826,44021,1.004
"Pittsburgh Pirates","PIT",79,83,"PNC Park",2091918,2012,162,0.488,38496,25826,0.671
"San Diego Padres","SDP",76,86,"Petco Park",2123721,2012,162,0.469,41164,26219,0.637
"Seattle Mariners","SEA",75,87,"Safeco Field",1721920,2012,162,0.463,47116,21258,0.451
"San Francisco Giants","SFG",94,68,"AT&T Park",3377371,2012,162,0.58,41915,41696,0.995
"St. Louis Cardinals","STL",88,74,"Busch Stadium III",3262109,2012,162,0.543,46200,40273,0.872
"Tampa Bay Rays","TBR",90,72,"Tropicana Field",1559681,2012,162,0.556,31042,19255,0.62
"Texas Rangers","TEX",93,69,"Rangers Ballpark in Arlington",3460280,2012,162,0.574,48911,42720,0.873
"Toronto Blue Jays","TOR",73,89,"Skydome",2099663,2012,162,0.451,50516,25922,0.513
"Washington Nationals","WSN",98,64,"Nationals Park",2370794,2012,162,0.605,43341,29269,0.675
"Arizona Diamondbacks","ARI",81,81,"Chase Field",2134795,2013,162,0.5,48519,26355,0.543
"Atlanta Braves","ATL",96,66,"Turner Field",2548679,2013,162,0.593,50096,31465,0.628
"Baltimore Orioles","BAL",85,77,"Oriole Park at Camden Yards",2357561,2013,162,0.525,45971,29106,0.633
"Boston Red Sox","BOS",97,65,"Fenway Park",2833333,2013,162,0.599,37673,34979,0.928
"Chicago White Sox","CHW",63,99,"U.S. Cellular Field",1768413,2013,162,0.389,40615,21832,0.538
"Chicago Cubs","CHC",66,96,"Wrigley Field",2642682,2013,162,0.407,40929,32626,0.797
"Cincinnati Reds","CIN",90,72,"Great American Ball Park",2534369,2013,162,0.556,42271,31289,0.74
"Cleveland Indians","CLE",92,70,"Progressive Field",1572926,2013,162,0.568,37630,19419,0.516
"Colorado Rockies","COL",74,88,"Coors Field",2793828,2013,162,0.457,50398,34492,0.684
"Detroit Tigers","DET",93,69,"Comerica Park",3083397,2013,162,0.574,41574,38067,0.916
"Houston Astros","HOU",51,111,"Minute Maid Park",1651883,2013,162,0.315,41574,20394,0.491
"Kansas City Royals","KCR",86,76,"Kauffman Stadium",1750754,2013,162,0.531,38177,21614,0.566
"Los Angeles Angels of Anaheim","LAA",78,84,"Angel Stadium",3019505,2013,162,0.481,45493,37278,0.819
"Los Angeles Dodgers","LAD",92,70,"Dodger Stadium",3743527,2013,162,0.568,56000,46216,0.825
"Miami Marlins","MIA",62,100,"Marlins Park",1586322,2013,162,0.383,37442,19584,0.523
"Milwaukee Brewers","MIL",74,88,"Miller Park",2531105,2013,162,0.457,41900,31248,0.746
"Minnesota Twins","MIN",66,96,"Target Field",2477644,2013,162,0.407,42000,30588,0.728
"New York Yankees","NYY",85,77,"Yankee Stadium New",3279589,2013,162,0.525,52355,40489,0.773
"New York Mets","NYM",74,88,"Citi Field",2135657,2013,162,0.457,45000,26366,0.586
"Oakland Athletics","OAK",96,66,"Oakland Coliseum",1809302,2013,162,0.593,35067,22337,0.637
"Philadelphia Phillies","PHI",73,89,"Citizens Bank Park",3012403,2013,162,0.451,43826,37190,0.849
"Pittsburgh Pirates","PIT",94,68,"PNC Park",2256862,2013,162,0.58,38496,27862,0.724
"San Diego Padres","SDP",76,86,"Petco Park",2166691,2013,162,0.469,41164,26749,0.65
"Seattle Mariners","SEA",71,91,"Safeco Field",1761546,2013,162,0.438,47116,21747,0.462
"San Francisco Giants","SFG",76,86,"AT&T Park",3326796,2013,162,0.469,41915,41072,0.98
"St. Louis Cardinals","STL",97,65,"Busch Stadium III",3369769,2013,162,0.599,46200,41602,0.9
"Tampa Bay Rays","TBR",92,71,"Tropicana Field",1510300,2013,163,0.564,31042,18531,0.597
"Texas Rangers","TEX",91,72,"Rangers Ballpark in Arlington",3178273,2013,163,0.558,48911,38997,0.797
"Toronto Blue Jays","TOR",74,88,"Skydome",2536562,2013,162,0.457,50516,31316,0.62
"Washington Nationals","WSN",86,76,"Nationals Park",2652422,2013,162,0.531,43341,32746,0.756
"Arizona Diamondbacks","ARI",64,98,"Chase Field",2073730,2014,162,0.395,48519,25602,0.528
"Atlanta Braves","ATL",79,83,"Turner Field",2354305,2014,162,0.488,50096,29065,0.58
"Baltimore Orioles","BAL",96,66,"Oriole Park at Camden Yards",2464473,2014,162,0.593,45971,30426,0.662
"Boston Red Sox","BOS",71,91,"Fenway Park",2956089,2014,162,0.438,37673,36495,0.969
"Chicago White Sox","CHW",73,89,"U.S. Cellular Field",1650821,2014,162,0.451,40615,20381,0.502
"Chicago Cubs","CHC",73,89,"Wrigley Field",2652113,2014,162,0.451,40929,32742,0.8
"Cincinnati Reds","CIN",76,86,"Great American Ball Park",2476664,2014,162,0.469,42271,30576,0.723
"Cleveland Indians","CLE",85,77,"Progressive Field",1437393,2014,162,0.525,37630,17746,0.472
"Colorado Rockies","COL",66,96,"Coors Field",2680329,2014,162,0.407,50398,33090,0.657
"Detroit Tigers","DET",90,72,"Comerica Park",2917209,2014,162,0.556,41574,36015,0.866
"Houston Astros","HOU",70,92,"Minute Maid Park",1751829,2014,162,0.432,41574,21628,0.52
"Kansas City Royals","KCR",89,73,"Kauffman Stadium",1956482,2014,162,0.549,38177,24154,0.633
"Los Angeles Angels of Anaheim","LAA",98,64,"Angel Stadium",3095935,2014,162,0.605,45493,38221,0.84
"Los Angeles Dodgers","LAD",94,68,"Dodger Stadium",3782337,2014,162,0.58,56000,46696,0.834
"Miami Marlins","MIA",77,85,"Marlins Park",1732283,2014,162,0.475,37442,21386,0.571
"Milwaukee Brewers","MIL",82,80,"Miller Park",2797384,2014,162,0.506,41900,34536,0.824
"Minnesota Twins","MIN",70,92,"Target Field",2250606,2014,162,0.432,42000,27785,0.662
"New York Yankees","NYY",84,78,"Yankee Stadium New",3401624,2014,162,0.519,52355,41995,0.802
"New York Mets","NYM",79,83,"Citi Field",2148808,2014,162,0.488,45000,26528,0.59
"Oakland Athletics","OAK",88,74,"Oakland Coliseum",2003628,2014,162,0.543,35067,24736,0.705
"Philadelphia Phillies","PHI",73,89,"Citizens Bank Park",2423852,2014,162,0.451,43826,29924,0.683
"Pittsburgh Pirates","PIT",88,74,"PNC Park",2442564,2014,162,0.543,38496,30155,0.783
"San Diego Padres","SDP",77,85,"Petco Park",2195373,2014,162,0.475,41164,27103,0.658
"Seattle Mariners","SEA",87,75,"Safeco Field",2064334,2014,162,0.537,47116,25486,0.541
"San Francisco Giants","SFG",88,74,"AT&T Park",3368697,2014,162,0.543,41915,41589,0.992
"St. Louis Cardinals","STL",90,72,"Busch Stadium III",3540649,2014,162,0.556,46200,43712,0.946
"Tampa Bay Rays","TBR",77,85,"Tropicana Field",1446464,2014,162,0.475,31042,17858,0.575
"Texas Rangers","TEX",67,95,"Rangers Ballpark in Arlington",2718733,2014,162,0.414,48911,33565,0.686
"Toronto Blue Jays","TOR",83,79,"Skydome",2375525,2014,162,0.512,50516,29327,0.581
"Washington Nationals","WSN",96,66,"Nationals Park",2579389,2014,162,0.593,43341,31844,0.735
"Arizona Diamondbacks","ARI",79,83,"Chase Field",2080145,2015,162,0.488,48519,25681,0.529
"Atlanta Braves","ATL",67,95,"Turner Field",2001392,2015,162,0.414,50096,24709,0.493
"Baltimore Orioles","BAL",81,81,"Oriole Park at Camden Yards",2281202,2015,162,0.5,45971,28163,0.613
"Boston Red Sox","BOS",78,84,"Fenway Park",2880694,2015,162,0.481,37673,35564,0.944
"Chicago White Sox","CHW",76,86,"U.S. Cellular Field",1755810,2015,162,0.469,40615,21677,0.534
"Chicago Cubs","CHC",97,65,"Wrigley Field",2919122,2015,162,0.599,40929,36039,0.881
"Cincinnati Reds","CIN",64,98,"Great American Ball Park",2419506,2015,162,0.395,42271,29870,0.707
"Cleveland Indians","CLE",81,80,"Progressive Field",1388905,2015,161,0.503,37630,17253,0.458
"Colorado Rockies","COL",68,94,"Coors Field",2506789,2015,162,0.42,50398,30948,0.614
"Detroit Tigers","DET",74,87,"Comerica Park",2726048,2015,161,0.46,41574,33864,0.815
"Houston Astros","HOU",86,76,"Minute Maid Park",2153585,2015,162,0.531,41574,26587,0.64
"Kansas City Royals","KCR",95,67,"Kauffman Stadium",2708549,2015,162,0.586,38177,33439,0.876
"Los Angeles Angels of Anaheim","LAA",85,77,"Angel Stadium",3012765,2015,162,0.525,45493,37195,0.818
"Los Angeles Dodgers","LAD",92,70,"Dodger Stadium",3764815,2015,162,0.568,56000,46479,0.83
"Miami Marlins","MIA",71,91,"Marlins Park",1752235,2015,162,0.438,37442,21633,0.578
"Milwaukee Brewers","MIL",68,94,"Miller Park",2542558,2015,162,0.42,41900,31390,0.749
"Minnesota Twins","MIN",83,79,"Target Field",2220054,2015,162,0.512,42000,27408,0.653
"New York Yankees","NYY",87,75,"Yankee Stadium New",3193795,2015,162,0.537,52355,39430,0.753
"New York Mets","NYM",90,72,"Citi Field",2569753,2015,162,0.556,45000,31725,0.705
"Oakland Athletics","OAK",68,94,"Oakland Coliseum",1768175,2015,162,0.42,35067,21829,0.622
"Philadelphia Phillies","PHI",63,99,"Citizens Bank Park",1831080,2015,162,0.389,43826,22606,0.516
"Pittsburgh Pirates","PIT",98,64,"PNC Park",2498596,2015,162,0.605,38496,30847,0.801
"San Diego Padres","SDP",74,88,"Petco Park",2459742,2015,162,0.457,41164,30367,0.738
"Seattle Mariners","SEA",76,86,"Safeco Field",2193581,2015,162,0.469,47116,27081,0.575
"San Francisco Giants","SFG",84,78,"AT&T Park",3375882,2015,162,0.519,41915,41678,0.994
"St. Louis Cardinals","STL",100,62,"Busch Stadium III",3520889,2015,162,0.617,46200,43468,0.941
"Tampa Bay Rays","TBR",80,82,"Tropicana Field",1287054,2015,162,0.494,31042,15890,0.512
"Texas Rangers","TEX",88,74,"Rangers Ballpark in Arlington",2491875,2015,162,0.543,48911,30764,0.629
"Toronto Blue Jays","TOR",93,69,"Skydome",2794891,2015,162,0.574,50516,34505,0.683
"Washington Nationals","WSN",83,79,"Nationals Park",2619843,2015,162,0.512,43341,32344,0.746
"Arizona Diamondbacks","ARI",69,93,"Chase Field",2036216,2016,162,0.426,48519,25138,0.518
"Atlanta Braves","ATL",68,93,"Turner Field",2020914,2016,161,0.422,50096,25105,0.501
"Baltimore Orioles","BAL",89,73,"Oriole Park at Camden Yards",2172344,2016,162,0.549,45971,26819,0.583
"Boston Red Sox","BOS",93,69,"Fenway Park",2955434,2016,162,0.574,37673,36487,0.969
"Chicago White Sox","CHW",78,84,"U.S. Cellular Field",1746293,2016,162,0.481,40615,21559,0.531
"Chicago Cubs","CHC",103,58,"Wrigley Field",3232420,2016,161,0.64,40929,40154,0.981
"Cincinnati Reds","CIN",68,94,"Great American Ball Park",1894085,2016,162,0.42,42271,23384,0.553
"Cleveland Indians","CLE",94,67,"Progressive Field",1591667,2016,161,0.584,37630,19772,0.525
"Colorado Rockies","COL",75,87,"Coors Field",2602524,2016,162,0.463,50398,32130,0.638
"Detroit Tigers","DET",86,75,"Comerica Park",2493859,2016,161,0.534,41574,30980,0.745
"Houston Astros","HOU",84,78,"Minute Maid Park",2306623,2016,162,0.519,41574,28477,0.685
"Kansas City Royals","KCR",81,81,"Kauffman Stadium",2557712,2016,162,0.5,38177,31577,0.827
"Los Angeles Angels of Anaheim","LAA",74,88,"Angel Stadium",3016142,2016,162,0.457,45493,37236,0.818
"Los Angeles Dodgers","LAD",91,71,"Dodger Stadium",3703312,2016,162,0.562,56000,45720,0.816
"Miami Marlins","MIA",79,82,"Marlins Park",1712417,2016,161,0.491,37442,21272,0.568
"Milwaukee Brewers","MIL",73,89,"Miller Park",2314614,2016,162,0.451,41900,28575,0.682
"Minnesota Twins","MIN",59,103,"Target Field",1963912,2016,162,0.364,42000,24246,0.577
"New York Yankees","NYY",84,78,"Yankee Stadium New",3063405,2016,162,0.519,52355,37820,0.722
"New York Mets","NYM",87,75,"Citi Field",2789602,2016,162,0.537,45000,34440,0.765
"Oakland Athletics","OAK",69,93,"Oakland Coliseum",1521506,2016,162,0.426,35067,18784,0.536
"Philadelphia Phillies","PHI",71,91,"Citizens Bank Park",1915144,2016,162,0.438,43826,23644,0.539
"Pittsburgh Pirates","PIT",78,83,"PNC Park",2249201,2016,161,0.484,38496,27940,0.726
"San Diego Padres","SDP",68,94,"Petco Park",2351422,2016,162,0.42,41164,29030,0.705
"Seattle Mariners","SEA",86,76,"Safeco Field",2267928,2016,162,0.531,47116,27999,0.594
"San Francisco Giants","SFG",87,75,"AT&T Park",3365256,2016,162,0.537,41915,41546,0.991
"St. Louis Cardinals","STL",86,76,"Busch Stadium III",3444490,2016,162,0.531,46200,42525,0.92
"Tampa Bay Rays","TBR",68,94,"Tropicana Field",1286163,2016,162,0.42,31042,15879,0.512
"Texas Rangers","TEX",95,67,"Rangers Ballpark in Arlington",2710402,2016,162,0.586,48911,33462,0.684
"Toronto Blue Jays","TOR",89,73,"Skydome",3392099,2016,162,0.549,50516,41878,0.829
"Washington Nationals","WSN",95,67,"Nationals Park",2481938,2016,162,0.586,43341,30641,0.707
"Arizona Diamondbacks","ARI",93,69,"Chase Field",2134375,2017,162,0.574,48519,26350,0.543
"Atlanta Braves","ATL",72,90,"SunTrust Park",2505252,2017,162,0.444,50096,30929,0.617
"Baltimore Orioles","BAL",75,87,"Oriole Park at Camden Yards",2028424,2017,162,0.463,45971,25042,0.545
"Boston Red Sox","BOS",93,69,"Fenway Park",2917678,2017,162,0.574,37673,36021,0.956
"Chicago White Sox","CHW",67,95,"U.S. Cellular Field",1629470,2017,162,0.414,40615,20117,0.495
"Chicago Cubs","CHC",92,70,"Wrigley Field",3199562,2017,162,0.568,40929,39501,0.965
"Cincinnati Reds","CIN",68,94,"Great American Ball Park",1836917,2017,162,0.42,42271,22678,0.536
"Cleveland Indians","CLE",102,60,"Progressive Field",2048138,2017,162,0.63,37630,25286,0.672
"Colorado Rockies","COL",87,75,"Coors Field",2953650,2017,162,0.537,50398,36465,0.724
"Detroit Tigers","DET",64,98,"Comerica Park",2321599,2017,162,0.395,41574,28662,0.689
"Houston Astros","HOU",101,61,"Minute Maid Park",2403671,2017,162,0.623,41574,29675,0.714
"Kansas City Royals","KCR",80,82,"Kauffman Stadium",2220370,2017,162,0.494,38177,27412,0.718
"Los Angeles Angels of Anaheim","LAA",80,82,"Angel Stadium",3019585,2017,162,0.494,45493,37279,0.819
"Los Angeles Dodgers","LAD",104,58,"Dodger Stadium",3765856,2017,162,0.642,56000,46492,0.83
"Miami Marlins","MIA",77,85,"Marlins Park",1583014,2017,162,0.475,37442,19543,0.522
"Milwaukee Brewers","MIL",86,76,"Miller Park",2627705,2017,162,0.531,41900,32441,0.774
"Minnesota Twins","MIN",85,77,"Target Field",2051279,2017,162,0.525,42000,25324,0.603
"New York Yankees","NYY",91,71,"Yankee Stadium New",3146966,2017,162,0.562,52355,38851,0.742
"New York Mets","NYM",70,92,"Citi Field",2460622,2017,162,0.432,45000,30378,0.675
"Oakland Athletics","OAK",75,87,"Oakland Coliseum",1475721,2017,162,0.463,35067,18219,0.52
"Philadelphia Phillies","PHI",66,96,"Citizens Bank Park",1905354,2017,162,0.407,43826,23523,0.537
"Pittsburgh Pirates","PIT",75,87,"PNC Park",1919447,2017,162,0.463,38496,23697,0.616
"San Diego Padres","SDP",71,91,"Petco Park",2138491,2017,162,0.438,41164,26401,0.641
"Seattle Mariners","SEA",78,84,"Safeco Field",2135445,2017,162,0.481,47116,26364,0.56
"San Francisco Giants","SFG",64,98,"AT&T Park",3303652,2017,162,0.395,41915,40786,0.973
"St. Louis Cardinals","STL",83,79,"Busch Stadium III",3447937,2017,162,0.512,46200,42567,0.921
"Tampa Bay Rays","TBR",80,82,"Tropicana Field",1253619,2017,162,0.494,31042,15477,0.499
"Texas Rangers","TEX",78,84,"Rangers Ballpark in Arlington",2507760,2017,162,0.481,48911,30960,0.633
"Toronto Blue Jays","TOR",76,86,"Skydome",3203886,2017,162,0.469,50516,39554,0.783
"Washington Nationals","WSN",97,65,"Nationals Park",2524980,2017,162,0.599,43341,31173,0.719
"Arizona Diamondbacks","ARI",82,80,"Chase Field",2242695,2018,162,0.506,48519,27688,0.571
"Atlanta Braves","ATL",90,72,"SunTrust Park",2555781,2018,162,0.556,50096,31553,0.63
"Baltimore Orioles","BAL",47,115,"Oriole Park at Camden Yards",1564192,2018,162,0.29,45971,19311,0.42
"Boston Red Sox","BOS",108,54,"Fenway Park",2895575,2018,162,0.667,37673,35748,0.949
"Chicago Cubs","CHC",95,68,"Wrigley Field",3181089,2018,163,0.583,40929,39032,0.954
"Chicago White Sox","CHW",62,100,"U.S. Cellular Field",1608817,2018,162,0.383,40615,19862,0.489
"Cincinnati Reds","CIN",67,95,"Great American Ball Park",1629356,2018,162,0.414,42271,20116,0.476
"Cleveland Indians","CLE",91,71,"Progressive Field",1926701,2018,162,0.562,37630,23786,0.632
"Colorado Rockies","COL",91,72,"Coors Field",3015880,2018,163,0.558,50398,37005,0.734
"Detroit Tigers","DET",64,98,"Comerica Park",1856970,2018,162,0.395,41574,22926,0.551
"Houston Astros","HOU",103,59,"Minute Maid Park",2980549,2018,162,0.636,41574,36797,0.885
"Kansas City Royals","KCR",58,104,"Kauffman Stadium",1665107,2018,162,0.358,38177,20557,0.538
"Los Angeles Angels","LAA",80,82,"Angel Stadium",3020216,2018,162,0.494,45493,37287,0.82
"Los Angeles Dodgers","LAD",92,71,"Dodger Stadium",3857500,2018,163,0.564,56000,47331,0.845
"Miami Marlins","MIA",63,98,"Marlins Park",811104,2018,161,0.391,37442,10076,0.269
"Milwaukee Brewers","MIL",96,67,"Miller Park",2850875,2018,163,0.589,41900,34980,0.835
"Minnesota Twins","MIN",78,84,"Target Field",1959197,2018,162,0.481,42000,24188,0.576
"New York Mets","NYM",77,85,"Citi Field",2224995,2018,162,0.475,45000,27469,0.61
"New York Yankees","NYY",100,62,"Yankee Stadium New",3482855,2018,162,0.617,52355,42998,0.821
"Oakland A's","OAK",97,65,"Oakland Coliseum",1573616,2018,162,0.599,35067,19427,0.554
"Philadelphia Phillies","PHI",80,82,"Citizens Bank Park",2158124,2018,162,0.494,43826,26644,0.608
"Pittsburgh Pirates","PIT",82,79,"PNC Park",1465316,2018,161,0.509,38496,18203,0.473
"San Diego Padres","SDP",66,96,"Petco Park",2168536,2018,162,0.407,41164,26772,0.65
"Seattle Mariners","SEA",89,73,"Safeco Field",2299489,2018,162,0.549,47116,28389,0.603
"San Francisco Giants","SFG",73,89,"AT&T Park",3156185,2018,162,0.451,41915,38965,0.93
"St. Louis Cardinals","STL",88,74,"Busch Stadium III",3403587,2018,162,0.543,46200,42020,0.91
"Tampa Bay Rays","TBR",90,72,"Tropicana Field",1154973,2018,162,0.556,31042,14259,0.459
"Texas Rangers","TEX",67,95,"Rangers Ballpark in Arlington",2107107,2018,162,0.414,48911,26014,0.532
"Toronto Blue Jays","TOR",73,89,"Skydome",2325281,2018,162,0.451,50516,28707,0.568
"Washington Nationals","WSN",82,80,"Nationals Park",2529604,2018,162,0.506,43341,31230,0.721
